"","ASSAULT","BATTERY","HOMICIDE","ROBBERY"
"2019-01-03",52,112,2,32
"2019-01-04",51,105,0,37
"2019-01-05",37,173,1,29
"2019-01-06",47,143,2,20
"2019-01-07",54,108,2,15
"2019-01-08",55,124,0,25
"2019-01-09",49,100,0,19
"2019-01-10",42,113,0,18
"2019-01-11",45,117,4,27
"2019-01-12",55,124,1,17
"2019-01-13",40,130,0,23
"2019-01-14",62,111,0,22
"2019-01-15",51,124,1,23
"2019-01-16",54,108,0,31
"2019-01-17",55,107,0,24
"2019-01-18",54,114,0,22
"2019-01-19",25,107,3,21
"2019-01-20",43,109,1,16
"2019-01-21",42,78,0,24
"2019-01-22",49,111,1,19
"2019-01-23",46,97,0,24
"2019-01-24",44,110,0,21
"2019-01-25",35,109,1,18
"2019-01-26",34,106,0,14
"2019-01-27",63,103,0,15
"2019-01-28",50,109,2,23
"2019-01-29",50,84,1,9
"2019-01-30",26,83,0,10
"2019-01-31",43,82,1,11
"2019-02-01",46,90,1,20
"2019-02-02",51,126,1,13
"2019-02-03",60,138,3,22
"2019-02-04",65,129,0,14
"2019-02-05",57,104,1,10
"2019-02-06",57,121,2,17
"2019-02-07",62,122,0,13
"2019-02-08",38,99,0,15
"2019-02-09",42,138,2,17
"2019-02-10",46,142,3,16
"2019-02-11",42,101,0,24
"2019-02-12",62,116,0,16
"2019-02-13",57,116,2,17
"2019-02-14",69,154,2,22
"2019-02-15",64,120,0,11
"2019-02-16",41,144,1,16
"2019-02-17",52,148,1,19
"2019-02-18",39,110,0,12
"2019-02-19",58,98,0,18
"2019-02-20",43,115,0,26
"2019-02-21",56,122,2,25
"2019-02-22",52,121,1,22
"2019-02-23",48,122,1,20
"2019-02-24",33,118,0,23
"2019-02-25",38,109,1,16
"2019-02-26",57,111,0,16
"2019-02-27",45,112,1,21
"2019-02-28",40,98,0,16
"2019-03-01",47,97,0,20
"2019-03-02",52,137,2,20
"2019-03-03",46,129,2,15
"2019-03-04",38,107,0,7
"2019-03-05",45,90,1,15
"2019-03-06",50,108,0,12
"2019-03-07",35,111,0,28
"2019-03-08",53,132,2,28
"2019-03-09",43,146,0,19
"2019-03-10",53,140,1,14
"2019-03-11",57,127,0,20
"2019-03-12",46,103,1,13
"2019-03-13",74,132,1,18
"2019-03-14",62,124,3,10
"2019-03-15",68,136,1,10
"2019-03-16",61,198,1,20
"2019-03-17",58,141,2,17
"2019-03-18",64,139,1,15
"2019-03-19",61,129,0,14
"2019-03-20",54,102,0,17
"2019-03-21",59,140,0,22
"2019-03-22",48,137,2,18
"2019-03-23",50,161,2,14
"2019-03-24",57,144,2,22
"2019-03-25",55,114,1,12
"2019-03-26",50,114,2,18
"2019-03-27",66,133,1,14
"2019-03-28",71,147,3,14
"2019-03-29",46,139,3,15
"2019-03-30",56,134,0,18
"2019-03-31",41,169,2,10
"2019-04-01",63,139,4,12
"2019-04-02",52,115,1,16
"2019-04-03",69,117,3,25
"2019-04-04",51,133,1,13
"2019-04-05",58,122,1,18
"2019-04-06",54,166,1,29
"2019-04-07",60,168,5,20
"2019-04-08",66,153,3,16
"2019-04-09",65,140,1,17
"2019-04-10",49,92,3,21
"2019-04-11",64,123,1,17
"2019-04-12",73,105,0,18
"2019-04-13",55,146,2,23
"2019-04-14",34,124,1,22
"2019-04-15",56,110,3,22
"2019-04-16",62,142,2,28
"2019-04-17",47,120,4,23
"2019-04-18",54,122,2,20
"2019-04-19",44,109,1,14
"2019-04-20",57,157,3,34
"2019-04-21",56,181,1,10
"2019-04-22",71,140,2,23
"2019-04-23",53,129,1,23
"2019-04-24",68,119,1,16
"2019-04-25",72,145,0,21
"2019-04-26",74,130,5,17
"2019-04-27",42,136,2,20
"2019-04-28",47,142,2,21
"2019-04-29",58,118,3,22
"2019-04-30",59,135,1,18
"2019-05-01",75,129,0,25
"2019-05-02",54,120,1,20
"2019-05-03",63,131,1,13
"2019-05-04",63,157,0,19
"2019-05-05",64,188,4,16
"2019-05-06",67,152,3,25
"2019-05-07",62,134,1,6
"2019-05-08",66,168,1,18
"2019-05-09",82,138,1,17
"2019-05-10",57,160,1,15
"2019-05-11",47,129,2,29
"2019-05-12",46,139,1,17
"2019-05-13",74,158,1,18
"2019-05-14",58,146,3,19
"2019-05-15",71,145,1,20
"2019-05-16",67,133,4,22
"2019-05-17",68,154,1,19
"2019-05-18",58,171,1,19
"2019-05-19",70,198,1,25
"2019-05-20",82,148,2,18
"2019-05-21",58,133,1,28
"2019-05-22",76,155,1,31
"2019-05-23",76,171,2,12
"2019-05-24",75,160,1,13
"2019-05-25",72,208,2,21
"2019-05-26",74,207,3,21
"2019-05-27",51,158,1,28
"2019-05-28",63,133,3,23
"2019-05-29",73,139,5,23
"2019-05-30",54,137,3,17
"2019-05-31",78,160,3,35
"2019-06-01",60,193,4,19
"2019-06-02",79,178,3,30
"2019-06-03",74,117,1,16
"2019-06-04",77,159,1,18
"2019-06-05",78,144,3,23
"2019-06-06",58,147,1,21
"2019-06-07",63,168,1,23
"2019-06-08",66,191,2,43
"2019-06-09",72,180,2,30
"2019-06-10",62,150,0,36
"2019-06-11",71,161,1,37
"2019-06-12",50,140,2,30
"2019-06-13",53,134,2,20
"2019-06-14",77,166,0,26
"2019-06-15",70,173,3,18
"2019-06-16",69,186,4,22
"2019-06-17",77,139,1,21
"2019-06-18",53,144,1,21
"2019-06-19",76,139,2,22
"2019-06-20",76,120,1,18
"2019-06-21",63,128,4,17
"2019-06-22",63,164,2,21
"2019-06-23",68,188,2,32
"2019-06-24",68,154,0,21
"2019-06-25",69,123,0,29
"2019-06-26",65,146,1,24
"2019-06-27",65,134,1,32
"2019-06-28",66,159,2,34
"2019-06-29",55,201,3,34
"2019-06-30",61,223,2,29
"2019-07-01",62,175,0,25
"2019-07-02",69,139,3,24
"2019-07-03",72,128,1,22
"2019-07-04",58,212,1,23
"2019-07-05",69,203,3,26
"2019-07-06",61,184,1,13
"2019-07-07",60,206,1,24
"2019-07-08",61,138,0,24
"2019-07-09",66,139,1,26
"2019-07-10",75,151,0,26
"2019-07-11",82,164,0,25
"2019-07-12",57,146,3,20
"2019-07-13",59,197,7,30
"2019-07-14",53,209,3,22
"2019-07-15",66,126,0,19
"2019-07-16",64,153,1,28
"2019-07-17",67,122,0,21
"2019-07-18",52,142,2,28
"2019-07-19",60,161,1,28
"2019-07-20",61,160,1,25
"2019-07-21",66,202,0,27
"2019-07-22",66,121,2,23
"2019-07-23",51,119,1,29
"2019-07-24",69,108,1,32
"2019-07-25",56,133,2,33
"2019-07-26",67,136,2,25
"2019-07-27",56,185,5,25
"2019-07-28",56,198,1,28
"2019-07-29",62,161,0,24
"2019-07-30",60,130,0,25
"2019-07-31",48,123,1,26
"2019-08-01",59,128,0,21
"2019-08-02",57,141,1,29
"2019-08-03",62,185,3,31
"2019-08-04",59,199,2,27
"2019-08-05",66,151,2,33
"2019-08-06",62,142,0,31
"2019-08-07",50,129,2,37
"2019-08-08",51,148,0,20
"2019-08-09",54,150,0,24
"2019-08-10",68,181,5,29
"2019-08-11",56,181,1,30
"2019-08-12",58,133,1,27
"2019-08-13",55,108,0,19
"2019-08-14",69,133,1,24
"2019-08-15",79,133,1,17
"2019-08-16",63,122,2,16
"2019-08-17",59,179,1,33
"2019-08-18",52,193,2,20
"2019-08-19",68,128,1,28
"2019-08-20",61,128,2,23
"2019-08-21",48,111,0,26
"2019-08-22",58,135,1,23
"2019-08-23",56,126,2,16
"2019-08-24",56,177,4,24
"2019-08-25",64,206,3,29
"2019-08-26",66,125,1,23
"2019-08-27",48,128,2,17
"2019-08-28",64,128,2,19
"2019-08-29",52,139,3,25
"2019-08-30",61,137,1,30
"2019-08-31",51,151,5,18
"2019-09-01",57,171,3,38
"2019-09-02",67,166,1,18
"2019-09-03",54,107,2,22
"2019-09-04",57,113,1,20
"2019-09-05",48,122,0,15
"2019-09-06",52,133,0,21
"2019-09-07",63,163,2,22
"2019-09-08",60,178,4,34
"2019-09-09",61,137,2,27
"2019-09-10",64,142,2,25
"2019-09-11",53,146,2,19
"2019-09-12",76,146,1,19
"2019-09-13",57,179,4,16
"2019-09-14",60,161,4,14
"2019-09-15",73,186,0,22
"2019-09-16",66,141,2,25
"2019-09-17",71,146,0,21
"2019-09-18",77,138,3,28
"2019-09-19",66,141,2,27
"2019-09-20",58,150,0,21
"2019-09-21",59,151,1,28
"2019-09-22",44,151,3,27
"2019-09-23",68,130,0,25
"2019-09-24",58,129,5,11
"2019-09-25",63,123,3,22
"2019-09-26",53,137,2,25
"2019-09-27",42,123,0,24
"2019-09-28",55,135,2,29
"2019-09-29",54,163,0,25
"2019-09-30",55,113,0,20
"2019-10-01",71,136,2,16
"2019-10-02",61,118,2,15
"2019-10-03",70,105,0,27
"2019-10-04",53,123,2,21
"2019-10-05",52,140,3,16
"2019-10-06",56,127,1,19
"2019-10-07",62,141,1,20
"2019-10-08",68,129,0,23
"2019-10-09",56,117,1,27
"2019-10-10",48,104,1,17
"2019-10-11",66,114,0,14
"2019-10-12",45,121,5,24
"2019-10-13",44,155,3,21
"2019-10-14",55,109,1,26
"2019-10-15",66,110,2,20
"2019-10-16",50,122,0,25
"2019-10-17",49,111,1,22
"2019-10-18",59,112,0,27
"2019-10-19",55,179,2,16
"2019-10-20",62,155,1,27
"2019-10-21",54,139,2,33
"2019-10-22",56,117,3,25
"2019-10-23",63,114,0,29
"2019-10-24",55,107,0,21
"2019-10-25",50,140,1,30
"2019-10-26",38,124,0,19
"2019-10-27",47,155,3,33
"2019-10-28",55,132,1,28
"2019-10-29",55,107,0,20
"2019-10-30",49,101,1,16
"2019-10-31",56,99,1,9
"2019-11-01",53,128,0,23
"2019-11-02",59,142,2,26
"2019-11-03",70,164,2,23
"2019-11-04",44,135,1,17
"2019-11-05",47,108,1,27
"2019-11-06",58,117,1,21
"2019-11-07",57,111,2,17
"2019-11-08",49,113,1,18
"2019-11-09",47,133,1,29
"2019-11-10",41,155,2,33
"2019-11-11",34,78,1,16
"2019-11-12",37,84,1,11
"2019-11-13",36,94,1,20
"2019-11-14",59,86,0,19
"2019-11-15",47,131,3,19
"2019-11-16",47,134,1,17
"2019-11-17",34,154,1,29
"2019-11-18",58,119,0,24
"2019-11-19",55,110,2,24
"2019-11-20",61,138,2,19
"2019-11-21",55,117,1,24
"2019-11-22",52,123,0,26
"2019-11-23",51,136,1,21
"2019-11-24",56,143,0,24
"2019-11-25",44,99,0,23
"2019-11-26",47,142,3,25
"2019-11-27",59,95,0,20
"2019-11-28",40,127,1,19
"2019-11-29",44,130,1,25
"2019-11-30",33,121,2,27
"2019-12-01",42,134,0,20
"2019-12-02",50,107,1,30
"2019-12-03",58,110,3,28
"2019-12-04",58,122,1,30
"2019-12-05",69,131,1,18
"2019-12-06",52,125,1,19
"2019-12-07",43,133,0,21
"2019-12-08",48,158,2,20
"2019-12-09",60,115,1,26
"2019-12-10",55,101,1,19
"2019-12-11",61,98,0,16
"2019-12-12",52,102,1,18
"2019-12-13",59,137,0,26
"2019-12-14",39,149,1,27
"2019-12-15",39,137,1,17
"2019-12-16",49,117,0,22
"2019-12-17",43,132,1,27
"2019-12-18",28,131,0,26
"2019-12-19",54,116,1,17
"2019-12-20",39,107,2,19
"2019-12-21",58,145,4,34
"2019-12-22",56,121,1,34
"2019-12-23",66,109,1,30
"2019-12-24",47,116,1,30
"2019-12-25",52,149,2,15
"2019-12-26",48,115,0,20
"2019-12-27",34,102,2,18
"2019-12-28",54,116,0,27
"2019-12-29",43,156,3,41
"2019-12-30",52,107,2,23
"2019-12-31",29,120,0,26
"2020-01-01",58,236,0,21
"2020-01-02",38,100,4,20
"2020-01-03",57,128,2,20
"2020-01-04",41,144,2,34
"2020-01-05",46,126,2,37
"2020-01-06",55,118,0,27
"2020-01-07",51,106,0,15
"2020-01-08",53,109,0,24
"2020-01-09",46,89,0,23
"2020-01-10",43,112,3,20
"2020-01-11",51,98,0,22
"2020-01-12",37,115,1,24
"2020-01-13",62,101,0,25
"2020-01-14",55,105,2,16
"2020-01-15",54,107,2,15
"2020-01-16",53,119,2,21
"2020-01-17",44,102,1,20
"2020-01-18",50,116,3,28
"2020-01-19",40,114,1,11
"2020-01-20",48,107,0,22
"2020-01-21",44,95,1,22
"2020-01-22",61,128,1,27
"2020-01-23",48,105,1,31
"2020-01-24",49,100,1,23
"2020-01-25",43,129,1,25
"2020-01-26",44,128,1,26
"2020-01-27",53,132,1,13
"2020-01-28",46,121,3,39
"2020-01-29",52,90,1,20
"2020-01-30",49,98,0,25
"2020-01-31",48,128,0,29
"2020-02-01",56,139,2,22
"2020-02-02",50,175,2,27
"2020-02-03",55,118,1,25
"2020-02-04",54,112,1,22
"2020-02-05",46,106,1,19
"2020-02-06",37,98,1,24
"2020-02-07",58,119,2,23
"2020-02-08",42,125,5,22
"2020-02-09",32,132,4,22
"2020-02-10",44,113,0,27
"2020-02-11",45,115,0,21
"2020-02-12",66,83,1,22
"2020-02-13",42,94,1,21
"2020-02-14",44,107,1,20
"2020-02-15",42,124,0,17
"2020-02-16",40,142,3,26
"2020-02-17",47,112,1,19
"2020-02-18",52,136,0,16
"2020-02-19",49,105,1,27
"2020-02-20",36,89,1,22
"2020-02-21",56,103,2,34
"2020-02-22",53,153,2,23
"2020-02-23",55,143,2,26
"2020-02-24",35,107,1,18
"2020-02-25",43,100,1,18
"2020-02-26",55,107,2,17
"2020-02-27",51,97,0,16
"2020-02-28",53,116,0,20
"2020-02-29",48,115,0,21
"2020-03-01",46,147,3,17
"2020-03-02",52,103,3,15
"2020-03-03",60,107,2,7
"2020-03-04",68,109,0,23
"2020-03-05",48,110,2,12
"2020-03-06",54,138,1,21
"2020-03-07",44,136,0,26
"2020-03-08",57,148,2,17
"2020-03-09",48,124,1,18
"2020-03-10",49,106,1,9
"2020-03-11",63,101,0,12
"2020-03-12",60,134,0,12
"2020-03-13",52,129,1,28
"2020-03-14",52,153,3,14
"2020-03-15",47,152,1,15
"2020-03-16",50,101,2,13
"2020-03-17",48,112,0,21
"2020-03-18",54,107,1,21
"2020-03-19",39,109,0,18
"2020-03-20",39,118,0,19
"2020-03-21",53,106,0,15
"2020-03-22",29,104,1,6
"2020-03-23",31,83,0,15
"2020-03-24",42,106,0,16
"2020-03-25",49,94,1,12
"2020-03-26",48,91,0,20
"2020-03-27",39,92,1,7
"2020-03-28",38,133,1,12
"2020-03-29",39,129,0,23
"2020-03-30",41,84,0,17
"2020-03-31",36,94,1,14
"2020-04-01",41,100,2,15
"2020-04-02",31,89,2,21
"2020-04-03",34,120,1,15
"2020-04-04",49,95,1,23
"2020-04-05",34,100,3,19
"2020-04-06",28,109,5,19
"2020-04-07",38,116,8,14
"2020-04-08",47,95,3,17
"2020-04-09",37,100,2,17
"2020-04-10",48,64,4,11
"2020-04-11",43,98,1,14
"2020-04-12",31,80,0,18
"2020-04-13",33,84,2,16
"2020-04-14",38,53,2,13
"2020-04-15",31,84,0,6
"2020-04-16",39,84,3,12
"2020-04-17",38,76,0,23
"2020-04-18",43,103,0,16
"2020-04-19",35,86,4,9
"2020-04-20",37,94,5,16
"2020-04-21",31,92,3,17
"2020-04-22",35,82,0,13
"2020-04-23",40,59,3,19
"2020-04-24",29,86,1,24
"2020-04-25",36,84,1,9
"2020-04-26",40,108,1,9
"2020-04-27",37,77,1,9
"2020-04-28",46,99,2,9
"2020-04-29",30,80,2,12
"2020-04-30",33,96,0,20
"2020-05-01",50,107,2,13
"2020-05-02",58,113,0,16
"2020-05-03",45,127,2,18
"2020-05-04",38,95,1,15
"2020-05-05",31,75,3,17
"2020-05-06",37,82,3,12
"2020-05-07",41,77,5,13
"2020-05-08",34,91,1,19
"2020-05-09",54,94,1,15
"2020-05-10",46,125,2,9
"2020-05-11",34,81,1,15
"2020-05-12",44,96,2,15
"2020-05-13",47,120,2,16
"2020-05-14",37,97,0,16
"2020-05-15",62,108,2,18
"2020-05-16",65,146,4,22
"2020-05-17",40,105,1,8
"2020-05-18",43,116,0,17
"2020-05-19",45,88,0,10
"2020-05-20",57,97,1,24
"2020-05-21",37,95,0,26
"2020-05-22",42,105,3,11
"2020-05-23",49,119,5,15
"2020-05-24",54,146,3,15
"2020-05-25",68,178,2,19
"2020-05-26",63,151,4,19
"2020-05-27",57,121,2,28
"2020-05-28",71,135,2,21
"2020-05-29",46,121,5,23
"2020-05-30",50,155,8,32
"2020-05-31",43,139,19,81
"2020-06-01",46,125,5,31
"2020-06-02",70,145,1,24
"2020-06-03",68,129,4,29
"2020-06-04",57,111,3,18
"2020-06-05",44,115,1,18
"2020-06-06",52,130,1,18
"2020-06-07",57,134,4,14
"2020-06-08",37,109,3,12
"2020-06-09",37,100,2,10
"2020-06-10",50,112,1,12
"2020-06-11",66,119,3,18
"2020-06-12",53,140,0,10
"2020-06-13",61,139,1,15
"2020-06-14",63,134,2,20
"2020-06-15",55,135,5,13
"2020-06-16",44,111,2,17
"2020-06-17",57,137,1,16
"2020-06-18",58,137,4,20
"2020-06-19",60,132,6,20
"2020-06-20",78,173,6,26
"2020-06-21",53,171,4,15
"2020-06-22",69,158,6,22
"2020-06-23",47,128,2,21
"2020-06-24",65,130,3,26
"2020-06-25",78,117,3,20
"2020-06-26",63,108,1,21
"2020-06-27",54,143,6,24
"2020-06-28",50,175,8,25
"2020-06-29",58,106,5,24
"2020-06-30",73,116,1,15
"2020-07-01",60,140,2,18
"2020-07-02",57,126,5,25
"2020-07-03",58,132,1,25
"2020-07-04",74,186,9,18
"2020-07-05",76,185,6,28
"2020-07-06",65,131,5,17
"2020-07-07",61,114,5,17
"2020-07-08",50,116,1,22
"2020-07-09",55,120,4,21
"2020-07-10",81,132,6,17
"2020-07-11",57,165,6,18
"2020-07-12",55,152,4,20
"2020-07-13",71,138,5,16
"2020-07-14",66,111,2,26
"2020-07-15",55,117,2,24
"2020-07-16",56,116,6,17
"2020-07-17",57,142,4,35
"2020-07-18",56,161,4,28
"2020-07-19",64,160,5,21
"2020-07-20",55,137,5,23
"2020-07-21",59,120,5,28
"2020-07-22",66,102,2,25
"2020-07-23",50,106,4,27
"2020-07-24",51,133,2,26
"2020-07-25",60,136,1,27
"2020-07-26",62,183,2,28
"2020-07-27",69,132,2,26
"2020-07-28",61,116,3,28
"2020-07-29",66,123,2,29
"2020-07-30",66,101,0,29
"2020-07-31",51,116,1,25
"2020-08-01",71,122,6,21
"2020-08-02",58,104,4,26
"2020-08-03",48,111,0,35
"2020-08-04",60,103,1,26
"2020-08-05",53,129,0,21
"2020-08-06",55,104,2,22
"2020-08-07",72,122,3,13
"2020-08-08",51,159,2,31
"2020-08-09",60,177,3,29
"2020-08-10",53,121,2,43
"2020-08-11",57,114,1,33
"2020-08-12",64,116,0,29
"2020-08-13",59,127,2,28
"2020-08-14",70,123,4,25
"2020-08-15",59,154,1,20
"2020-08-16",59,183,2,20
"2020-08-17",54,126,1,26
"2020-08-18",61,130,3,26
"2020-08-19",64,114,0,31
"2020-08-20",67,123,2,29
"2020-08-21",51,125,0,37
"2020-08-22",56,163,4,25
"2020-08-23",52,160,1,18
"2020-08-24",55,131,0,29
"2020-08-25",50,115,1,28
"2020-08-26",65,112,4,23
"2020-08-27",68,110,3,27
"2020-08-28",61,132,6,22
"2020-08-29",62,148,3,14
"2020-08-30",55,161,4,33
"2020-08-31",65,153,2,26
"2020-09-01",56,85,1,29
"2020-09-02",54,124,2,24
"2020-09-03",64,109,4,26
"2020-09-04",59,119,3,18
"2020-09-05",70,147,1,17
"2020-09-06",54,149,6,25
"2020-09-07",59,127,4,29
"2020-09-08",44,72,2,24
"2020-09-09",41,88,0,30
"2020-09-10",52,91,1,31
"2020-09-11",64,125,0,26
"2020-09-12",66,97,7,22
"2020-09-13",57,125,4,29
"2020-09-14",47,118,5,31
"2020-09-15",62,108,3,30
"2020-09-16",62,112,1,18
"2020-09-17",57,107,1,18
"2020-09-18",47,111,2,22
"2020-09-19",47,119,1,31
"2020-09-20",58,154,3,20
"2020-09-21",44,108,4,24
"2020-09-22",50,97,3,22
"2020-09-23",70,108,3,29
"2020-09-24",57,102,1,32
"2020-09-25",52,137,3,21
"2020-09-26",62,150,4,16
"2020-09-27",71,162,5,23
"2020-09-28",72,86,2,28
"2020-09-29",45,86,4,24
"2020-09-30",55,117,2,24
"2020-10-01",55,109,2,19
"2020-10-02",46,88,3,19
"2020-10-03",52,122,0,21
"2020-10-04",53,120,2,23
"2020-10-05",50,88,4,24
"2020-10-06",47,126,1,25
"2020-10-07",50,115,2,21
"2020-10-08",52,102,1,22
"2020-10-09",60,125,2,19
"2020-10-10",48,157,3,35
"2020-10-11",64,161,2,24
"2020-10-12",47,108,3,34
"2020-10-13",48,108,2,30
"2020-10-14",62,104,2,20
"2020-10-15",50,104,5,29
"2020-10-16",44,95,2,19
"2020-10-17",48,136,5,19
"2020-10-18",43,114,4,25
"2020-10-19",38,87,1,27
"2020-10-20",45,86,0,25
"2020-10-21",53,91,1,24
"2020-10-22",53,117,2,25
"2020-10-23",40,95,0,26
"2020-10-24",48,120,4,24
"2020-10-25",56,123,2,23
"2020-10-26",47,102,0,24
"2020-10-27",37,78,1,20
"2020-10-28",35,85,2,25
"2020-10-29",42,99,5,30
"2020-10-30",45,112,1,28
"2020-10-31",54,137,4,27
"2020-11-01",54,137,0,28
"2020-11-02",44,87,1,28
"2020-11-03",51,103,2,29
"2020-11-04",47,121,3,31
"2020-11-05",54,110,4,26
"2020-11-06",56,117,3,29
"2020-11-07",43,146,4,16
"2020-11-08",51,147,3,22
"2020-11-09",52,112,6,29
"2020-11-10",43,99,1,31
"2020-11-11",47,84,2,15
"2020-11-12",43,91,4,27
"2020-11-13",34,80,2,15
"2020-11-14",46,97,2,19
"2020-11-15",44,113,0,17
"2020-11-16",39,93,1,15
"2020-11-17",55,76,0,20
"2020-11-18",34,69,1,25
"2020-11-19",46,98,0,39
"2020-11-20",56,121,2,31
"2020-11-21",45,90,3,33
"2020-11-22",35,95,1,31
"2020-11-23",52,91,2,41
"2020-11-24",41,74,3,30
"2020-11-25",41,82,0,22
"2020-11-26",40,83,1,13
"2020-11-27",35,112,5,24
"2020-11-28",39,75,2,23
"2020-11-29",34,115,4,34
"2020-11-30",36,95,1,13
"2020-12-01",40,83,0,20
"2020-12-02",35,81,3,20
"2020-12-03",37,58,2,17
"2020-12-04",37,92,0,13
"2020-12-05",50,116,2,14
"2020-12-06",47,97,4,20
"2020-12-07",46,76,2,18
"2020-12-08",41,72,3,20
"2020-12-09",40,87,1,11
"2020-12-10",54,72,1,18
"2020-12-11",34,78,1,25
"2020-12-12",41,106,0,29
"2020-12-13",37,108,3,25
"2020-12-14",52,85,0,7
"2020-12-15",33,64,0,20
"2020-12-16",47,90,1,12
"2020-12-17",41,85,2,17
"2020-12-18",42,78,1,21
"2020-12-19",47,111,3,21
"2020-12-20",44,95,3,21
"2020-12-21",43,85,3,26
"2020-12-22",39,97,2,22
"2020-12-23",44,91,0,16
"2020-12-24",40,78,3,16
"2020-12-25",37,127,2,13
"2020-12-26",37,88,3,18
"2020-12-27",41,94,2,21
"2020-12-28",34,85,3,22
"2020-12-29",36,69,1,16
"2020-12-30",41,72,2,14
"2020-12-31",36,107,1,12
"2021-01-01",39,157,2,11
"2021-01-02",34,84,1,14
"2021-01-03",33,107,2,20
"2021-01-04",38,82,3,13
"2021-01-05",39,79,1,22
"2021-01-06",48,64,3,19
"2021-01-07",39,87,1,31
"2021-01-08",60,84,1,26
"2021-01-09",46,100,5,19
"2021-01-10",42,96,0,23
"2021-01-11",56,69,1,32
"2021-01-12",45,81,1,35
"2021-01-13",44,78,1,24
"2021-01-14",37,68,2,27
"2021-01-15",60,88,2,30
"2021-01-16",46,107,1,31
"2021-01-17",44,105,3,26
"2021-01-18",33,68,1,31
"2021-01-19",44,93,1,32
"2021-01-20",37,77,1,24
"2021-01-21",35,92,2,42
"2021-01-22",38,84,4,15
"2021-01-23",51,126,2,24
"2021-01-24",42,105,3,21
"2021-01-25",49,87,1,18
"2021-01-26",34,76,0,15
"2021-01-27",54,68,1,17
"2021-01-28",36,68,2,27
"2021-01-29",37,105,2,25
"2021-01-30",41,102,2,22
"2021-01-31",55,84,2,13
"2021-02-01",58,86,0,13
"2021-02-02",45,99,2,16
"2021-02-03",46,74,1,21
"2021-02-04",52,81,0,21
"2021-02-05",35,82,2,13
"2021-02-06",31,109,1,18
"2021-02-07",45,101,2,9
"2021-02-08",38,71,3,17
"2021-02-09",49,62,1,32
"2021-02-10",38,67,2,14
"2021-02-11",41,87,0,16
"2021-02-12",39,74,1,21
"2021-02-13",47,86,1,20
"2021-02-14",36,96,2,10
"2021-02-15",35,81,1,15
"2021-02-16",47,75,2,19
"2021-02-17",46,66,1,23
"2021-02-18",49,72,2,12
"2021-02-19",48,88,0,13
"2021-02-20",45,92,2,17
"2021-02-21",50,100,1,18
"2021-02-22",42,83,2,14
"2021-02-23",53,95,0,19
"2021-02-24",48,87,1,20
"2021-02-25",57,97,1,18
"2021-02-26",60,90,1,16
"2021-02-27",50,116,1,18
"2021-02-28",52,115,5,14
"2021-03-01",38,78,1,19
"2021-03-02",42,77,1,14
"2021-03-03",52,102,0,19
"2021-03-04",29,85,1,16
"2021-03-05",34,85,0,17
"2021-03-06",62,127,2,22
"2021-03-07",43,127,1,17
"2021-03-08",48,108,4,15
"2021-03-09",56,114,0,20
"2021-03-10",53,110,4,16
"2021-03-11",42,88,0,17
"2021-03-12",49,94,1,12
"2021-03-13",39,123,1,12
"2021-03-14",41,100,4,19
"2021-03-15",38,85,1,17
"2021-03-16",49,89,0,12
"2021-03-17",57,98,0,12
"2021-03-18",43,77,0,17
"2021-03-19",43,91,1,15
"2021-03-20",40,106,1,13
"2021-03-21",53,121,2,15
"2021-03-22",51,128,3,12
"2021-03-23",38,81,4,14
"2021-03-24",59,85,2,18
"2021-03-25",36,87,1,19
"2021-03-26",55,97,3,23
"2021-03-27",51,122,0,14
"2021-03-28",58,124,4,11
"2021-03-29",48,113,0,5
"2021-03-30",47,95,0,13
"2021-03-31",56,76,3,18
"2021-04-01",52,81,1,15
"2021-04-02",48,92,0,26
"2021-04-03",62,119,0,16
"2021-04-04",53,142,8,16
"2021-04-05",52,97,3,10
"2021-04-06",56,107,4,11
"2021-04-07",62,109,2,13
"2021-04-08",45,82,1,18
"2021-04-09",58,103,1,14
"2021-04-10",58,113,0,14
"2021-04-11",53,114,2,13
"2021-04-12",59,102,1,17
"2021-04-13",51,113,2,24
"2021-04-14",44,90,4,9
"2021-04-15",59,93,1,11
"2021-04-16",45,95,2,20
"2021-04-17",45,127,2,18
"2021-04-18",48,112,4,14
"2021-04-19",36,75,1,15
"2021-04-20",43,69,0,15
"2021-04-21",42,75,3,12
"2021-04-22",64,81,1,20
"2021-04-23",42,91,2,9
"2021-04-24",66,132,0,17
"2021-04-25",48,118,3,13
"2021-04-26",60,100,2,17
"2021-04-27",78,132,3,13
"2021-04-28",60,100,0,20
"2021-04-29",40,97,0,17
"2021-04-30",68,107,1,19
"2021-05-01",73,134,3,22
"2021-05-02",66,164,4,25
"2021-05-03",60,113,1,22
"2021-05-04",58,88,0,12
"2021-05-05",63,125,2,18
"2021-05-06",54,89,0,17
"2021-05-07",59,94,1,21
"2021-05-08",50,117,3,17
"2021-05-09",41,138,2,17
"2021-05-10",34,103,0,11
"2021-05-11",53,91,3,14
"2021-05-12",47,93,1,17
"2021-05-13",65,101,2,12
"2021-05-14",66,111,1,24
"2021-05-15",50,133,6,12
"2021-05-16",53,140,1,19
"2021-05-17",69,116,3,12
"2021-05-18",51,113,3,17
"2021-05-19",58,95,2,21
"2021-05-20",69,130,1,14
"2021-05-21",64,137,5,16
"2021-05-22",61,154,5,12
"2021-05-23",74,174,5,14
"2021-05-24",63,130,3,23
